"OBS.","TOWN","TOWN#","TRACT","LON","LAT","MEDV","CMEDV","CRIM","ZN","INDUS","CHAS","NOX","RM","AGE","DIS","RAD","TAX","PTRATIO","B","LSTAT","Latitude","Longitude","Town"
482,"Boston West Roxbury",87,1302,-71.095,42.173,3.16547504814109,23.7,5.70818,0,18.1,0,0.283024,6.75,74.9,1.20348268423671,3.17805383034795,666,20.2,154999.69,2.04640168760164,42.173,-71.095,"Boston West Roxbury"
483,"Boston West Roxbury",87,1303,-71.09,42.1665,3.2188758248682,25,5.73116,0,18.1,0,0.283024,7.061,77,1.22688822889668,3.17805383034795,666,20.2,156744.7281,1.9473377010465,42.1665,-71.09,"Boston West Roxbury"
484,"Boston West Roxbury",87,1304,-71.0975,42.1608,3.08190996979504,21.8,2.81838,0,18.1,0,0.283024,5.762,40.3,1.41057225357941,3.17805383034795,666,20.2,154881.6025,2.34372703632522,42.1608,-71.0975,"Boston West Roxbury"
485,"Boston Hyde Park",88,1401,-71.0804,42.154,3.02529107579554,20.6,2.37857,0,18.1,0,0.339889,5.871,41.9,1.31479835941482,3.17805383034795,666,20.2,137908.2496,2.59076704048748,42.154,-71.0804,"Boston Hyde Park"
486,"Boston Hyde Park",88,1402,-71.075,42.1455,3.05400118167797,21.2,3.67367,0,18.1,0,0.339889,6.312,51.9,1.38421720532469,3.17805383034795,666,20.2,151515.5625,2.35896542643015,42.1455,-71.075,"Boston Hyde Park"
487,"Boston Hyde Park",88,1403,-71.0715,42.155,2.94968833505258,19.1,5.69175,0,18.1,0,0.339889,6.114,79.8,1.26579200646474,3.17805383034795,666,20.2,154692.7561,2.70671597808907,42.155,-71.0715,"Boston Hyde Park"
488,"Boston Hyde Park",88,1404,-71.065,42.161,3.02529107579554,20.6,4.83567,0,18.1,0,0.339889,5.905,53.2,1.1481323451315,3.17805383034795,666,20.2,151204.3225,2.43798973000025,42.161,-71.065,"Boston Hyde Park"
489,"Chelsea",89,1601,-71.0189,42.2344,2.72129542785223,15.2,0.15086,0,27.74,0,0.370881,5.454,92.7,0.599330884355661,1.38629436111989,711,20.1,156594.3184,2.89369954798884,42.2344,-71.0189,"Chelsea"
490,"Chelsea",89,1602,-71.0228,42.2335,1.94591014905531,7,0.18337,0,27.74,0,0.370881,5.414,98.3,0.56269675117588,1.38629436111989,711,20.1,118804.3024,3.17680304844629,42.2335,-71.0228,"Chelsea"
491,"Chelsea",89,1604,-71.0245,42.2368,2.09186406167839,8.1,0.20746,0,27.74,0,0.370881,5.093,98,0.600264053079889,1.38629436111989,711,20.1,101799.2836,3.39047341829918,42.2368,-71.0245,"Chelsea"
492,"Chelsea",89,1605,-71.016,42.2382,2.61006979274201,13.6,0.10574,0,27.74,0,0.370881,5.983,98.8,0.624921871564379,1.38629436111989,711,20.1,152677.7476,2.89425310460414,42.2382,-71.016,"Chelsea"
493,"Chelsea",89,1606,-71.0297,42.2447,3.00071981506503,20.1,0.11132,0,27.74,0,0.370881,5.983,83.5,0.746640552999945,1.38629436111989,711,20.1,158030.1009,2.59151638484626,42.2447,-71.0297,"Chelsea"
494,"Revere",90,1701,-71.0125,42.2462,3.08190996979504,21.8,0.17331,0,9.69,0,0.342225,5.707,54,0.86781451841704,1.79175946922805,391,19.2,158030.1009,2.48573963609189,42.2462,-71.0125,"Revere"
495,"Revere",90,1702,-71.0125,42.25,3.19867311755068,24.5,0.27957,0,9.69,0,0.342225,5.926,42.6,0.86781451841704,1.79175946922805,391,19.2,158030.1009,2.60933422816305,42.25,-71.0125,"Revere"
496,"Revere",90,1703,-71.0105,42.2547,3.13983261752775,23.1,0.17899,0,9.69,0,0.342225,5.67,28.8,1.02911929213948,1.79175946922805,391,19.2,155172.9664,2.86789890204411,42.2547,-71.0105,"Revere"
497,"Revere",90,1704,-71.001,42.2525,2.98061863574394,19.7,0.2896,0,9.69,0,0.342225,5.39,72.9,1.02911929213948,1.79175946922805,391,19.2,158030.1009,3.05116698044209,42.2525,-71.001,"Revere"
498,"Revere",90,1705,-70.9947,42.2496,2.90690105984738,18.3,0.26838,0,9.69,0,0.342225,5.794,70.6,1.06219032203414,1.79175946922805,391,19.2,158030.1009,2.64617479738412,42.2496,-70.9947,"Revere"
499,"Revere",90,1706,-71.005,42.2455,3.05400118167797,21.2,0.23912,0,9.69,0,0.342225,6.019,65.3,0.879253233771592,1.79175946922805,391,19.2,158030.1009,2.55877649835446,42.2455,-71.005,"Revere"
500,"Revere",90,1707,-70.9985,42.243,2.86220088092947,17.5,0.17783,0,9.69,0,0.342225,5.569,73.5,0.875427069819154,1.79175946922805,391,19.2,157132.96,2.71469474382088,42.243,-70.9985,"Revere"
501,"Revere",90,1708,-70.992,42.238,2.82137888640921,16.8,0.22438,0,9.69,0,0.342225,6.027,79.7,0.915570472549672,1.79175946922805,391,19.2,158030.1009,2.66235524184008,42.238,-70.992,"Revere"
502,"Winthrop",91,1801,-70.986,42.2312,3.10906095886099,22.4,0.06263,0,11.93,0,0.328329,6.593,69.1,0.907693884648637,0,273,21,154150.4644,2.2690283094652,42.2312,-70.986,"Winthrop"
503,"Winthrop",91,1802,-70.991,42.2275,3.02529107579554,20.6,0.04527,0,11.93,0,0.328329,6.12,76.7,0.827459518167539,0,273,21,158030.1009,2.2060741926132,42.2275,-70.991,"Winthrop"
504,"Winthrop",91,1803,-70.9948,42.226,3.17387845893747,23.9,0.06076,0,11.93,0,0.328329,6.976,91,0.77357442967256,0,273,21,158030.1009,1.72988406550997,42.226,-70.9948,"Winthrop"
505,"Winthrop",91,1804,-70.9875,42.224,3.09104245335832,22,0.10959,0,11.93,0,0.328329,6.794,89.3,0.870833008949372,0,273,21,155299.0464,1.86872051036418,42.224,-70.9875,"Winthrop"
506,"Winthrop",91,1805,-70.9825,42.221,2.47653840011748,19,0.04741,0,11.93,0,0.328329,6.03,80.8,0.918288734536828,0,273,21,158030.1009,2.06432790386979,42.221,-70.9825,"Winthrop"
